IncFIA
rep_cluster_439
rep_cluster_28
rep_cluster_1509
rep_cluster_1078
rep_cluster_1257
Col(BS512)
rep_cluster_429
rep_cluster_1061
rep_cluster_461
rep_cluster_156
rep_cluster_2422
rep_cluster_664
rep_cluster_633
rep_cluster_2272
rep_cluster_1
rep_cluster_3
rep_cluster_2268
rep_cluster_1357
rep_cluster_2314
rep_cluster_1041
rep_cluster_1171
rep_cluster_1283
rep_cluster_1216
rep_cluster_2409
rep_cluster_1302
rep_cluster_2120
rep_cluster_910
rep_cluster_1433
rep_cluster_2464
rep_cluster_639
rep_cluster_718
rep_cluster_163
rep_cluster_166
rep_cluster_125
rep_cluster_475
Col(VCM04)
rep_cluster_1142
rep_cluster_1947
rep_cluster_936
rep_cluster_1247
rep_cluster_1919
rep_cluster_2324
rep_cluster_455
IncQ2
rep_cluster_658
Col(Ye4449)
rep_cluster_137
rep_cluster_60
rep_cluster_146
rep_cluster_715
rep_cluster_392
rep_cluster_613
rep_cluster_610
rep_cluster_579
rep_cluster_1439
rep_cluster_1442
rep_cluster_2214
rep_cluster_2222
rep_cluster_1448
rep_cluster_1071
rep_cluster_1219
rep_cluster_1280
rep_cluster_1265
rep_cluster_1260
rep_cluster_2164
rep_cluster_2221
rep_cluster_2234
rep_cluster_2133
rep_cluster_1300
rep_cluster_2246
rep_cluster_765
rep_cluster_2442
rep_cluster_2101
rep_cluster_1294
rep_cluster_976
rep_cluster_971
rep_cluster_557
rep_cluster_630
rep_cluster_1827
rep_cluster_1536
rep_cluster_674
rep_cluster_145
rep_cluster_594
rep_cluster_2134
rep_cluster_110
rep_cluster_2446
rep_cluster_102
rep_cluster_288
rep_cluster_2311
rep_cluster_385
rep_cluster_237
Col(SD853)
Inc13
rep_cluster_150
rep_cluster_617
rep_cluster_268
rep_cluster_490
rep_cluster_553
rep_cluster_216
rep_cluster_252
rep_cluster_735
rep_cluster_377
rep_cluster_2175
rep_cluster_1368
IncX2
rep_cluster_1519
rep_cluster_1072
IncX5
rep_cluster_1431
rep_cluster_806
rep_cluster_1256
rep_cluster_196
rep_cluster_197
rep_cluster_816
rep_cluster_1367
rep_cluster_1760
rep_cluster_283
rep_cluster_1019
rep_cluster_558
rep_cluster_323
rep_cluster_1121
rep_cluster_193
rep_cluster_361
rep_cluster_759
rep_cluster_762
rep_cluster_1288
rep_cluster_848
rep_cluster_231
Col3M
rep_cluster_2025
IncI1
rep_cluster_1871
rep_cluster_1825
rep_cluster_1721
rep_cluster_1767
rep_cluster_160
rep_cluster_599
rep_cluster_1713
rep_cluster_427
rep_cluster_850
rep_cluster_459
rep_cluster_920
rep_cluster_1895
rep_cluster_1991
rep_cluster_841
IncT
rep_cluster_1410
rep_cluster_1863
rep_cluster_1950
rep_cluster_1909
rep_cluster_1931
rep_cluster_1958
rep_cluster_1925
rep_cluster_1966
rep_cluster_1722
rep_cluster_169
rep_cluster_991
rep_cluster_308
rep_cluster_1631
rep_cluster_279
rep_cluster_289
rep_cluster_1868
rep_cluster_1503
rep_cluster_1510
rep_cluster_899
rep_cluster_484
rep_cluster_1821
rep_cluster_1832
rep_cluster_1830
rep_cluster_1836
rep_cluster_1850
rep_cluster_685
rep_cluster_1169
rep_cluster_1155
ColE10
rep_cluster_2187
rep_cluster_1787
rep_cluster_1319
rep_cluster_1617
rep_cluster_736
rep_cluster_807
rep_cluster_2301
rep_cluster_1341
rep_cluster_647
rep_cluster_728
rep_cluster_824
rep_cluster_1290
rep_cluster_1698
rep_cluster_1869
rep_cluster_573
rep_cluster_1069
rep_cluster_1269
rep_cluster_663
rep_cluster_1374
rep_cluster_711
rep_cluster_2469
rep_cluster_2042
rep_cluster_2341
rep_cluster_2194
rep_cluster_1511
rep_cluster_352
rep_cluster_1769
rep_cluster_1046
rep_cluster_1992
rep_cluster_1702
rep_cluster_1529
rep_cluster_280
rep_cluster_618
rep_cluster_650
rep_cluster_916
rep_cluster_950
rep_cluster_896
rep_cluster_716
rep_cluster_689
rep_cluster_914
rep_cluster_485
rep_cluster_814
rep_cluster_2117
rep_cluster_1099
rep_cluster_1628
rep_cluster_1629
rep_cluster_636
rep_cluster_1685
rep_cluster_530
rep_cluster_2109
rep_cluster_2006
rep_cluster_1323
rep_cluster_1454
rep_cluster_1381
rep_cluster_1732
rep_cluster_378
rep_cluster_792
rep_cluster_1149
rep_cluster_543
rep_cluster_754
rep_cluster_855
rep_cluster_887
rep_cluster_1913
rep_cluster_522
rep_cluster_292
rep_cluster_1523
rep_cluster_2045
rep_cluster_1011
rep_cluster_1420
rep_cluster_1910
rep_cluster_43
rep_cluster_793
rep_cluster_755
rep_cluster_1443
rep_cluster_478
rep_cluster_2359
rep_cluster_1261
rep_cluster_517
rep_cluster_305
rep_cluster_1299
rep_cluster_1956
rep_cluster_1650
rep_cluster_1267
rep_cluster_1852
rep_cluster_1985
rep_cluster_1537
rep_cluster_1220
rep_cluster_634
rep_cluster_565
rep_cluster_251
rep_cluster_560
rep_cluster_1551
rep_cluster_2486
rep_cluster_1022
rep_cluster_995
rep_cluster_724
rep_cluster_1891
Inc4
rep_cluster_2021
rep_cluster_312
rep_cluster_1912
rep_cluster_870
rep_cluster_1475
rep_cluster_1159
rep_cluster_1289
rep_cluster_1396
rep_cluster_1575
rep_cluster_1892
rep_cluster_1520
rep_cluster_757
rep_cluster_435
rep_cluster_224
rep_cluster_481
rep_cluster_1232
rep_cluster_1720
rep_cluster_1739
rep_cluster_96
rep_cluster_577
rep_cluster_471
rep_cluster_1311
rep_cluster_71
rep_cluster_1332
rep_cluster_1858
rep_cluster_519
rep_cluster_1953
rep_cluster_2484
rep_cluster_114
rep_cluster_290
rep_cluster_420
rep_cluster_1398
rep_cluster_1483
rep_cluster_526
rep_cluster_508
rep_cluster_1317
rep_cluster_1964
rep_cluster_339
rep_cluster_502
rep_cluster_491
rep_cluster_559
rep_cluster_528
rep_cluster_214
rep_cluster_1502
rep_cluster_1848
rep_cluster_204
rep_cluster_440
rep_cluster_2037
rep_cluster_2340
rep_cluster_1378
rep_cluster_1377
rep_cluster_1376
rep_cluster_605
rep_cluster_1748
Col(IRGK)
rep_cluster_1152
rep_cluster_1320
rep_cluster_1351
IncW
rep_cluster_998
rep_cluster_30
rep_cluster_1417
rep_cluster_672
rep_cluster_1864
rep_cluster_1164
rep_cluster_1097
rep_cluster_1307
rep_cluster_273
rep_cluster_578
rep_cluster_1203
rep_cluster_1441
rep_cluster_748
rep_cluster_296
rep_cluster_1887
rep_cluster_1231
rep_cluster_1105
rep_cluster_1085
rep_cluster_1079
rep_cluster_263
rep_cluster_1140
rep_cluster_1336
rep_cluster_1188
rep_cluster_586
rep_cluster_199
rep_cluster_2215
rep_cluster_1151
rep_cluster_628
rep_cluster_2218
rep_cluster_284
rep_cluster_1980
rep_cluster_803
rep_cluster_505
rep_cluster_2319
rep_cluster_398
rep_cluster_106
rep_cluster_287
rep_cluster_602
rep_cluster_506
rep_cluster_1455
rep_cluster_1833
rep_cluster_1223
rep_cluster_2329
rep_cluster_195
rep_cluster_1798
rep_cluster_1907
rep_cluster_2023
rep_cluster_958
rep_cluster_704
rep_cluster_138
rep_cluster_369
rep_cluster_768
rep_cluster_795
rep_cluster_1645
rep_cluster_164
rep_cluster_1380
rep_cluster_1485
rep_cluster_567
rep_cluster_187
rep_cluster_2203
rep_cluster_1201
rep_cluster_1173
rep_cluster_1671
rep_cluster_428
rep_cluster_465
rep_cluster_1806
rep_cluster_771
rep_cluster_1929
rep_cluster_827
rep_cluster_1030
rep_cluster_441
rep_cluster_211
rep_cluster_548
rep_cluster_2307
IncX8
rep_cluster_16
rep_cluster_784
rep_cluster_867
rep_cluster_1874
rep_cluster_1756
rep_cluster_190
rep_cluster_1434
rep_cluster_2336
rep_cluster_1952
rep_cluster_1333
rep_cluster_2315
rep_cluster_1138
rep_cluster_1005
rep_cluster_592
rep_cluster_537
rep_cluster_571
rep_cluster_1599
rep_cluster_2360
rep_cluster_1371
rep_cluster_1710
rep_cluster_1578
rep_cluster_1516
rep_cluster_1500
IncX6
rep_cluster_493
rep_cluster_386
rep_cluster_2232
rep_cluster_1042
rep_cluster_681
rep_cluster_1566
rep_cluster_520
rep_cluster_100
rep_cluster_1304
rep_cluster_220
rep_cluster_538
rep_cluster_1262
rep_cluster_1012
rep_cluster_457
rep_cluster_176
rep_cluster_64
rep_cluster_1657
rep_cluster_2046
rep_cluster_1066
rep_cluster_1313
rep_cluster_1546
rep_cluster_601
rep_cluster_2165
rep_cluster_1295
rep_cluster_1513
rep_cluster_1986
rep_cluster_564
rep_cluster_1982
rep_cluster_1678
rep_cluster_892
rep_cluster_332
rep_cluster_324
rep_cluster_1596
rep_cluster_1287
rep_cluster_354
rep_cluster_547
rep_cluster_996
rep_cluster_820
rep_cluster_750
rep_cluster_2283
rep_cluster_1426
rep_cluster_413
rep_cluster_626
rep_cluster_1775
rep_cluster_746
rep_cluster_2470
rep_cluster_2127
rep_cluster_2005
rep_cluster_33
rep_cluster_81
rep_cluster_41
rep_cluster_1974
rep_cluster_1738
rep_cluster_405
rep_cluster_1436
rep_cluster_1705
rep_cluster_1474
rep_cluster_1613
rep_cluster_1590
rep_cluster_1193
rep_cluster_229
rep_cluster_1853
rep_cluster_1675
rep_cluster_1934
rep_cluster_513
rep_cluster_1246
rep_cluster_866
rep_cluster_1355
rep_cluster_787
rep_cluster_1361
rep_cluster_500
rep_cluster_373
rep_cluster_170
rep_cluster_1470
rep_cluster_1489
rep_cluster_1156
rep_cluster_1392
rep_cluster_1168
rep_cluster_494
rep_cluster_1676
rep_cluster_600
rep_cluster_673
rep_cluster_286
rep_cluster_492
rep_cluster_873
rep_cluster_184
rep_cluster_833
rep_cluster_349
rep_cluster_1665
Col(IMGS31)
rep_cluster_1362
rep_cluster_1205
rep_cluster_2082
rep_cluster_1243
rep_cluster_327
rep_cluster_1701
rep_cluster_648
rep_cluster_1128
rep_cluster_235
rep_cluster_828
rep_cluster_1070
rep_cluster_2302
rep_cluster_1971
rep_cluster_1879
rep_cluster_1975
rep_cluster_546
rep_cluster_300
rep_cluster_1740
rep_cluster_593
rep_cluster_1744
rep_cluster_1791
rep_cluster_2229
rep_cluster_2062
rep_cluster_446
rep_cluster_2475
rep_cluster_1209
rep_cluster_1927
rep_cluster_2295
rep_cluster_994
rep_cluster_240
rep_cluster_364
rep_cluster_329
rep_cluster_256
rep_cluster_1736
rep_cluster_1706
rep_cluster_1829
rep_cluster_2273
rep_cluster_1057
rep_cluster_2051
rep_cluster_843
rep_cluster_591
rep_cluster_1622
rep_cluster_209
rep_cluster_136
rep_cluster_2172
rep_cluster_1801
rep_cluster_1480
IncX7
rep_cluster_641
rep_cluster_1547
rep_cluster_523
rep_cluster_802
rep_cluster_87
rep_cluster_2013
rep_cluster_1594
rep_cluster_2313

rep_cluster_2238
rep_cluster_2371
rep_cluster_2100
rep_cluster_2361
IncX9
rep_cluster_418
rep_cluster_645
rep_cluster_1478
rep_cluster_574
rep_cluster_2439
rep_cluster_9
rep_cluster_796
rep_cluster_1855
rep_cluster_2344
rep_cluster_2077
rep_cluster_2318
rep_cluster_1944
rep_cluster_40
