NCBI_ID,Groups,phylum,class,order,family,genus
NZ_CP100200.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100201.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100224.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100225.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100147.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100154.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100159.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100160.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100165.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100171.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100172.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100194.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100195.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100206.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100207.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100212.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100213.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100218.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100219.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100230.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100231.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100260.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100271.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100272.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100277.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100278.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100302.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100295.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NC_012720.2,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NC_012718.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP066790.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP009432.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP065602.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100142.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100282.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100294.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP033663.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP099584.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP033661.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP021077.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP021160.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100246.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100139.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100253.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100184.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP035903.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100240.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100259.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100287.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100293.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP033668.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP021076.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP052865.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100143.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100176.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP023205.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100133.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100188.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100264.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP021159.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP065603.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP066789.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP009433.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100301.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100183.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP045089.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100252.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100138.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP035902.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP033655.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100235.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP100298.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP052134.1,38,phylum_Pseudomonadota,class_Betaproteobacteria,order_Burkholderiales,family_Burkholderiaceae,genus_Burkholderia
NZ_CP024330.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP024329.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
CP024220.2,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117092.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117151.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP024386.2,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117107.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117137.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114718.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP024404.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP024328.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117121.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114736.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117150.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP024327.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114735.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117118.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
CP115550.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117067.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117134.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117147.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117156.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117089.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114635.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114751.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114648.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP072490.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114701.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114674.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP024325.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114734.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP072487.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114659.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114672.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114699.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP024323.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114646.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114685.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114747.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114633.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP072486.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114657.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114670.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114697.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114644.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114683.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114745.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114730.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117066.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP024378.2,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117083.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117101.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117155.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP072485.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114629.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114656.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114669.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114696.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114643.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114682.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114744.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP040828.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117065.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
CP115549.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117082.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114655.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114668.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114695.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP072484.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114628.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114642.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114681.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114743.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117100.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117129.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP024338.2,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP115598.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117099.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117128.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
CP024209.2,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114710.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114729.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117154.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
CP115548.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
CP115547.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114709.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117081.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117153.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117064.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114728.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117080.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117079.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114727.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP024321.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP024357.2,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
CP024211.2,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117113.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114708.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117127.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP024395.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117078.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117112.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117096.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114724.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117141.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP024348.2,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117124.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117095.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP024375.2,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP024366.2,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117110.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114706.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117076.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
CP024210.2,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117140.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP024401.2,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114723.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117109.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP024318.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
CP024207.2,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP024392.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114705.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP024373.2,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP024335.2,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP024353.2,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117094.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117123.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117075.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP117139.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP072480.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114625.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114739.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114677.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114664.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP114691.1,39,phylum_Spirochaetota,class_Spirochaetia,order_Spirochaetales,family_Borreliaceae,genus_Borrelia
NZ_CP068222.1,40,phylum_Bacillota,class_Bacilli,order_Bacillales,family_Staphylococcaceae,genus_Staphylococcus
NZ_CP068221.1,40,phylum_Bacillota,class_Bacilli,order_Bacillales,family_Staphylococcaceae,genus_Staphylococcus
NZ_CP070259.1,40,phylum_Actinomycetota,class_Actinomycetes,order_Kitasatosporales,family_Streptomycetaceae,genus_Streptomyces
NZ_CP041004.1,40,phylum_Pseudomonadota,class_Gammaproteobacteria,order_Enterobacterales,family_Enterobacteriaceae,genus_Escherichia
